986,163,1080,163,1080,193,986,193,1.0000
986,294,1086,294,1086,325,986,325,1.0000
750,-7,864,-7,864,22,750,22,1.0000
940,86,1020,86,1020,118,940,118,0.9999
1008,60,1126,60,1126,93,1008,93,0.9999
916,447,1082,447,1082,479,916,479,0.9999
1012,30,1096,30,1096,64,1012,64,0.9999
738,77,816,77,816,102,738,102,0.9991
732,618,910,618,910,645,732,645,0.9618
936,-5,1004,-5,1004,9,936,9,0.6776
743,28,871,0,889,12,760,68,0.9000
933,72,1078,29,1089,64,943,107,0.9000
930,103,1108,55,1119,95,941,143,0.9000
935,175,1126,156,1130,192,938,211,0.9000
931,212,1277,183,1280,225,935,253,0.9000
941,275,1280,308,1277,347,938,314,0.9000
755,276,937,296,927,394,744,374,0.9000
968,322,1118,340,1114,372,964,354,0.9000
963,409,1280,501,1273,535,953,444,0.9000
