626,13,728,13,728,25,626,25,1.0000
660,160,734,162,733,185,659,182,1.0000
1112,20,1192,20,1192,37,1112,37,0.9999
1166,136,1224,136,1224,149,1166,149,0.9999
1110,6,1184,6,1184,22,1110,22,0.9987
962,172,996,172,996,232,962,232,0.9969
1107,23,1166,6,1171,25,1113,42,0.9000
1099,41,1179,18,1185,40,1105,62,0.9000
980,62,1006,62,1006,76,980,76,0.9000
996,74,1016,74,1016,90,996,90,0.9000
1158,83,1225,70,1232,106,1165,120,0.9000
1000,115,1090,101,1095,134,1005,148,0.9000
758,154,832,154,832,228,758,228,0.9000
910,186,976,186,976,240,910,240,0.9000
974,218,1006,218,1006,236,974,236,0.9000
1184,340,1256,347,1255,361,1183,354,0.9000
