1032,201,1134,201,1134,214,1032,214,1.0000
1052,310,1120,310,1120,325,1052,325,1.0000
564,95,814,95,814,156,564,156,0.9999
1098,140,1150,140,1150,156,1098,156,0.9998
458,58,612,58,612,120,458,120,0.9998
1054,102,1096,102,1096,119,1054,119,0.9982
4,63,90,63,90,85,4,85,0.9906
492,45,829,95,819,162,482,111,0.9000
1018,200,1054,192,1057,205,1020,213,0.9000
1042,210,1074,210,1074,218,1042,218,0.9000
1008,228,1036,228,1036,240,1008,240,0.9000
1015,241,1061,238,1062,251,1016,254,0.9000
1001,314,1115,311,1116,325,1002,328,0.9000
1006,358,1078,358,1078,372,1006,372,0.9000
1022,385,1066,387,1065,402,1021,399,0.9000
