670,164,805,162,806,189,671,190,1.0000
708,313,795,310,796,326,709,329,1.0000
732,48,802,48,802,68,732,68,1.0000
912,70,974,70,974,97,912,97,1.0000
640,78,730,78,730,96,640,96,1.0000
1102,-5,1232,-5,1232,30,1102,30,1.0000
1074,119,1153,113,1155,140,1076,146,0.9998
1088,20,1269,0,1280,15,1102,67,0.9000
681,47,789,44,790,67,682,70,0.9000
899,82,962,68,970,103,907,118,0.9000
645,78,799,76,800,97,646,100,0.9000
716,96,768,96,768,114,716,114,0.9000
677,246,805,234,808,262,680,273,0.9000
684,334,807,324,809,344,686,354,0.9000
