202,315,314,315,314,345,202,345,1.0000
312,293,426,293,426,324,312,324,1.0000
918,20,994,20,994,40,918,40,0.9999
456,276,572,276,572,306,456,306,0.9999
337,214,526,203,529,266,341,276,0.9999
1128,33,1224,33,1224,55,1128,55,0.9998
333,136,470,136,470,214,333,214,0.9997
534,84,604,84,604,154,534,154,0.9000
334,114,392,114,392,140,334,140,0.9000
462,182,512,182,512,212,462,212,0.9000
442,292,578,265,589,319,453,346,0.9000
200,332,411,291,419,331,207,371,0.9000
263,352,366,334,371,366,268,383,0.9000
