204,308,262,308,262,326,204,326,1.0000
252,183,302,183,302,200,252,200,1.0000
266,238,348,238,348,253,266,253,1.0000
746,42,896,42,896,77,746,77,1.0000
88,298,186,298,186,320,88,320,0.9999
-22,48,136,48,136,76,-22,76,0.9995
918,184,970,184,970,201,918,201,0.9965
770,114,834,114,834,132,770,132,0.5425
0,13,16,0,164,49,142,90,0.9000
752,92,875,33,897,77,774,136,0.9000
211,187,343,183,344,200,212,204,0.9000
221,204,337,201,338,216,222,220,0.9000
225,224,333,220,334,240,226,245,0.9000
219,244,343,241,344,258,220,261,0.9000
44,262,75,266,73,281,42,277,0.9000
211,266,329,261,330,281,212,286,0.9000
100,276,128,276,128,288,100,288,0.9000
221,284,319,278,320,297,222,303,0.9000
85,312,176,296,181,324,90,341,0.9000
207,308,317,303,318,324,208,328,0.9000
