642,247,720,247,720,271,642,271,1.0000
590,130,721,131,720,174,589,172,0.9999
604,409,679,410,678,424,603,423,0.9999
344,267,416,267,416,281,344,281,0.9998
1164,301,1230,301,1230,321,1164,321,0.9997
196,157,284,157,284,186,196,186,0.9995
918,103,980,103,980,165,918,165,0.9974
900,150,1000,64,1033,103,933,189,0.9000
612,116,678,116,678,128,612,128,0.9000
250,126,303,162,283,191,231,155,0.9000
16,164,52,164,52,196,16,196,0.9000
600,175,717,169,718,204,602,210,0.9000
602,220,646,220,646,244,602,244,0.9000
592,246,713,241,714,273,594,278,0.9000
598,274,724,276,723,308,597,305,0.9000
