960,157,1044,157,1044,175,960,175,1.0000
928,640,1030,640,1030,660,928,660,1.0000
1149,360,1260,361,1259,381,1148,380,1.0000
302,311,344,311,344,401,302,401,0.9999
1120,101,1254,89,1259,135,1125,146,0.9999
278,549,314,549,314,626,278,626,0.9993
366,272,444,272,444,295,366,295,0.8791
926,378,984,378,984,514,926,514,0.7623
932,74,1015,51,1028,98,945,121,0.9000
1131,166,1242,148,1248,185,1138,204,0.9000
910,158,944,158,944,178,910,178,0.9000
936,176,1030,159,1034,181,940,197,0.9000
410,280,450,280,450,292,410,292,0.9000
956,619,1098,660,1092,683,949,642,0.9000
1187,637,1280,668,1276,711,1174,681,0.9000
