286,576,356,576,356,597,286,597,0.9999
84,99,170,99,170,123,84,123,0.9998
130,110,216,110,216,132,130,132,0.9998
1188,319,1264,319,1264,412,1188,412,0.9992
664,20,724,20,724,66,664,66,0.9989
620,169,692,169,692,185,620,185,0.9531
642,46,680,46,680,87,642,87,0.7867
614,74,739,0,763,16,639,107,0.9000
83,105,247,133,243,156,79,128,0.9000
334,190,354,190,354,200,334,200,0.9000
334,202,358,202,358,214,334,214,0.9000
1132,273,1250,269,1253,349,1134,352,0.9000
1138,336,1262,336,1262,418,1138,418,0.9000
