1052,288,1136,288,1136,317,1052,317,1.0000
1018,190,1142,190,1142,222,1018,222,1.0000
1052,403,1153,403,1153,438,1052,438,0.9999
731,261,785,257,786,274,733,278,0.9999
134,251,396,251,396,311,134,311,0.9999
192,450,300,450,300,469,192,469,0.9171
750,200,790,200,790,224,750,224,0.9000
1015,219,1108,191,1119,228,1026,256,0.9000
867,230,949,219,952,239,870,250,0.9000
958,238,994,238,994,268,958,268,0.9000
1038,302,1126,289,1131,322,1042,334,0.9000
1068,320,1134,320,1134,356,1068,356,0.9000
29,329,107,326,108,343,30,346,0.9000
961,357,1141,351,1142,385,962,390,0.9000
1106,380,1144,380,1144,406,1106,406,0.9000
