490,298,536,298,536,338,490,338,0.9998
188,307,290,307,290,347,188,347,0.9998
1220,141,1266,141,1266,158,1220,158,0.9995
-8,290,70,290,70,308,-8,308,0.9993
668,247,716,247,716,279,668,279,0.9822
1216,148,1272,148,1272,178,1216,178,0.9000
463,188,483,186,501,347,481,349,0.9000
662,194,676,194,676,224,662,224,0.9000
499,194,520,191,533,276,512,280,0.9000
480,205,503,201,524,344,500,348,0.9000
664,210,690,210,690,238,664,238,0.9000
667,234,679,233,683,265,670,267,0.9000
680,236,692,236,692,248,680,248,0.9000
680,246,692,246,692,260,680,260,0.9000
682,260,694,260,694,286,682,286,0.9000
670,264,683,262,687,287,674,289,0.9000
511,277,532,274,542,343,520,346,0.9000
0,330,48,330,48,388,0,388,0.9000
