706,232,762,232,762,247,706,247,1.0000
318,266,390,266,390,281,318,281,1.0000
506,46,562,42,564,65,508,69,1.0000
664,1,716,1,716,14,664,14,1.0000
689,140,764,136,765,149,690,153,0.9999
542,270,593,270,593,292,542,292,0.9999
524,181,577,178,578,200,525,203,0.9999
734,451,816,451,816,464,734,464,0.9999
624,553,656,553,656,600,624,600,0.9999
704,327,762,327,762,342,704,342,0.9997
226,132,444,132,444,213,226,213,0.9997
256,498,284,498,284,562,256,562,0.9996
374,597,414,597,414,680,374,680,0.9993
72,120,102,120,102,219,72,219,0.9992
354,408,382,408,382,465,354,465,0.9990
70,-15,96,-15,96,56,70,56,0.9985
0,65,22,65,22,137,0,137,0.9973
-8,85,14,85,14,149,-8,149,0.9971
12,27,38,27,38,112,12,112,0.9947
920,63,980,63,980,85,920,85,0.9943
212,2,256,2,256,40,212,40,0.9929
50,-10,74,-10,74,73,50,73,0.9888
-12,95,12,95,12,153,-12,153,0.9880
50,156,88,156,88,257,50,257,0.9868
258,329,298,329,298,351,258,351,0.9809
-10,45,20,45,20,133,-10,133,0.9735
1094,684,1178,684,1178,704,1094,704,0.9629
-16,97,8,97,8,158,-16,158,0.9626
-36,105,2,105,2,174,-36,174,0.8798
-20,101,6,101,6,164,-20,164,0.8567
-32,104,0,104,0,171,-32,171,0.7817
26,-3,50,-3,50,92,26,92,0.6861
-14,37,14,37,14,131,-14,131,0.6247
144,0,167,8,4,182,0,161,0.9000
265,0,283,2,254,42,236,30,0.9000
418,0,437,3,388,108,368,99,0.9000
157,128,183,145,117,243,91,226,0.9000
213,170,374,132,402,247,241,286,0.9000
273,310,371,266,380,285,282,329,0.9000
255,343,387,277,397,296,265,362,0.9000
296,346,373,307,382,325,305,364,0.9000
708,314,736,314,736,326,708,326,0.9000
548,348,603,344,605,366,550,370,0.9000
706,356,762,356,762,370,706,370,0.9000
260,540,419,402,442,428,283,566,0.9000
714,420,754,420,754,430,714,430,0.9000
720,456,810,456,810,466,720,466,0.9000
630,560,644,560,644,580,630,580,0.9000
643,560,658,558,663,599,648,601,0.9000
630,578,648,578,648,600,630,600,0.9000
634,600,650,600,650,618,634,618,0.9000
447,652,468,664,437,717,416,705,0.9000
370,657,393,673,353,729,330,713,0.9000
