128,351,206,351,206,367,128,367,1.0000
48,354,136,354,136,372,48,372,1.0000
0,268,125,269,124,301,0,299,1.0000
98,273,168,273,168,300,98,300,1.0000
0,362,54,362,54,381,0,381,0.9999
52,239,116,239,116,266,52,266,0.9999
-4,235,46,235,46,265,-4,265,0.9999
-10,299,44,299,44,334,-10,334,0.9743
670,376,714,376,714,411,670,411,0.5974
0,234,109,239,107,272,0,267,0.9000
1242,266,1278,266,1278,292,1242,292,0.9000
1240,290,1278,290,1278,318,1240,318,0.9000
0,304,124,304,124,336,0,336,0.9000
0,362,195,349,197,371,2,384,0.9000
0,383,117,374,119,398,0,407,0.9000
