414,232,462,232,462,247,414,247,1.0000
154,211,252,211,252,241,154,241,1.0000
352,329,486,329,486,352,352,352,1.0000
358,120,442,120,442,138,358,138,0.9999
839,169,888,166,890,199,841,201,0.9999
212,293,338,293,338,327,212,327,0.9984
350,129,429,122,431,141,352,149,0.9000
774,192,804,192,804,230,774,230,0.9000
149,231,233,211,242,247,157,267,0.9000
348,241,455,233,456,249,350,257,0.9000
341,256,465,246,466,261,342,271,0.9000
228,272,290,272,290,320,228,320,0.9000
340,285,469,274,471,298,342,309,0.9000
835,287,878,277,884,300,840,310,0.9000
352,308,464,299,467,339,355,348,0.9000
230,325,293,306,302,338,239,357,0.9000
352,345,471,334,473,358,354,369,0.9000
