130,455,230,455,230,470,130,470,1.0000
92,368,188,363,190,381,94,387,1.0000
272,390,352,390,352,405,272,405,1.0000
90,188,181,188,181,204,90,204,1.0000
136,220,200,220,200,236,136,236,1.0000
164,293,236,293,236,309,164,309,1.0000
86,121,208,121,208,158,86,158,0.9999
598,205,664,205,664,220,598,220,0.9999
88,77,187,81,185,121,86,118,0.9999
92,262,152,262,152,281,92,281,0.9999
97,524,156,517,158,534,99,541,0.9999
210,129,322,129,322,167,210,167,0.9999
236,614,292,614,292,706,236,706,0.9956
245,95,363,101,361,137,243,131,0.9916
92,116,363,131,361,171,90,157,0.9000
89,220,193,218,194,237,90,240,0.9000
88,253,225,247,226,278,90,284,0.9000
91,300,229,293,230,312,92,320,0.9000
90,336,235,322,237,343,92,357,0.9000
255,328,345,324,346,349,256,353,0.9000
296,368,371,357,373,372,298,383,0.9000
256,406,363,388,365,404,258,421,0.9000
91,409,194,394,197,415,94,429,0.9000
95,446,193,430,196,449,98,465,0.9000
92,481,216,452,223,482,99,511,0.9000
