69,169,171,160,174,194,72,203,0.9999
770,348,826,348,826,371,770,371,0.9999
684,261,784,261,784,303,684,303,0.9846
344,0,432,0,432,28,344,28,0.9000
432,0,476,0,476,36,432,36,0.9000
506,0,574,0,574,48,506,48,0.9000
65,104,164,91,169,133,70,146,0.9000
67,148,166,128,172,161,73,181,0.9000
8,164,32,164,32,186,8,186,0.9000
0,168,12,168,12,190,0,190,0.9000
12,188,30,188,30,208,12,208,0.9000
0,194,12,194,12,212,0,212,0.9000
0,216,12,216,12,238,0,238,0.9000
672,299,765,248,789,292,696,343,0.9000
778,358,812,358,812,372,778,372,0.9000
