1019,164,1059,164,1059,177,1019,177,1.0000
163,617,335,620,334,637,162,633,1.0000
1025,402,1210,402,1210,434,1025,434,1.0000
734,200,903,200,903,238,734,238,1.0000
385,620,474,620,474,653,385,653,0.9999
183,242,270,246,268,274,181,269,0.9999
792,317,866,317,866,331,792,331,0.9998
920,27,972,27,972,48,920,48,0.9858
302,83,442,83,442,109,302,109,0.8623
1018,0,1038,0,1038,12,1018,12,0.9000
1040,0,1062,0,1062,10,1040,10,0.9000
1070,0,1086,0,1086,8,1070,8,0.9000
1094,0,1118,0,1118,10,1094,10,0.9000
1022,178,1074,178,1074,192,1022,192,0.9000
436,302,492,302,492,338,436,338,0.9000
114,312,134,312,134,328,114,328,0.9000
904,320,922,320,922,332,904,332,0.9000
744,332,758,332,758,344,744,344,0.9000
744,342,758,342,758,354,744,354,0.9000
744,348,784,348,784,362,744,362,0.9000
1026,352,1210,352,1210,408,1026,408,0.9000
358,428,388,428,388,442,358,442,0.9000
