202,245,270,245,270,258,202,258,1.0000
640,227,710,227,710,246,640,246,1.0000
356,168,426,168,426,196,356,196,1.0000
126,0,290,0,290,31,126,31,0.9999
155,60,231,60,231,82,155,82,0.9999
460,89,491,89,491,110,460,110,0.9671
26,154,74,154,74,169,26,169,0.9318
174,0,276,5,275,28,172,22,0.9000
416,42,467,30,472,48,421,60,0.9000
428,58,484,43,488,59,432,73,0.9000
250,64,276,64,276,76,250,76,0.9000
347,176,478,162,482,195,350,209,0.9000
353,221,431,216,432,227,354,233,0.9000
632,241,700,224,707,250,638,267,0.9000
197,255,310,236,314,255,201,274,0.9000
