174,-6,270,-6,270,18,174,18,1.0000
126,19,186,19,186,46,126,46,1.0000
702,167,744,167,744,270,702,270,0.9999
952,151,1028,151,1028,262,952,262,0.9998
992,234,1035,233,1039,359,996,360,0.9997
78,213,140,213,140,245,78,245,0.9987
248,-15,334,-15,334,9,248,9,0.9973
756,279,814,279,814,347,756,347,0.9973
352,194,388,194,388,267,352,267,0.9956
990,93,1052,93,1052,194,990,194,0.9552
180,168,222,168,222,184,180,184,0.9110
111,36,281,0,292,13,122,70,0.9000
284,0,294,0,294,10,284,10,0.9000
994,112,1024,112,1024,164,994,164,0.9000
706,138,730,138,730,190,706,190,0.9000
110,218,130,218,130,238,110,238,0.9000
70,228,122,228,122,260,70,260,0.9000
706,228,733,226,743,347,716,349,0.9000
368,260,384,258,393,331,376,333,0.9000
