298,121,416,123,415,140,297,137,1.0000
50,73,146,73,146,94,50,94,1.0000
305,57,403,59,402,89,304,87,1.0000
62,117,174,117,174,133,62,133,1.0000
801,205,876,205,876,230,801,230,1.0000
114,47,192,47,192,72,114,72,0.9999
44,41,106,41,106,69,44,69,0.9999
126,120,214,120,214,136,126,136,0.9998
-10,69,46,69,46,88,-10,88,0.9990
-8,40,36,40,36,72,-8,72,0.9980
-2,117,82,117,82,131,-2,131,0.9978
34,99,96,99,96,113,34,113,0.9967
204,111,270,111,270,127,204,127,0.9810
626,148,682,148,682,169,626,169,0.7692
53,27,232,41,229,79,50,65,0.9000
0,63,167,72,165,97,0,88,0.9000
324,88,390,88,390,104,324,104,0.9000
0,93,258,105,257,122,0,111,0.9000
6,109,214,120,213,138,5,126,0.9000
1238,152,1280,157,1277,176,1236,171,0.9000
564,324,608,324,608,366,564,366,0.9000
