134,220,238,220,238,240,134,240,1.0000
478,333,576,333,576,354,478,354,1.0000
46,214,110,214,110,231,46,231,1.0000
236,223,296,223,296,241,236,241,0.9999
744,236,774,236,774,312,744,312,0.9998
356,666,472,666,472,695,356,695,0.9998
380,181,462,181,462,209,380,209,0.9457
223,14,262,6,269,37,229,46,0.9173
128,214,294,219,293,245,127,241,0.9000
743,238,765,237,770,357,748,358,0.9000
478,344,563,336,565,361,480,369,0.9000
54,344,122,344,122,360,54,360,0.9000
936,403,1057,410,1055,439,934,431,0.9000
