534,207,638,207,638,228,534,228,1.0000
188,252,272,252,272,266,188,266,1.0000
470,588,642,588,642,606,470,606,1.0000
48,254,100,254,100,298,48,298,0.9998
557,318,609,315,610,334,558,336,0.9997
996,228,1070,228,1070,261,996,261,0.8827
527,226,626,206,631,231,532,250,0.9000
154,226,266,226,266,240,154,240,0.9000
158,240,264,240,264,256,158,256,0.9000
160,256,254,256,254,270,160,270,0.9000
177,270,249,268,250,283,178,286,0.9000
553,282,601,274,604,293,556,301,0.9000
182,296,248,296,248,324,182,324,0.9000
560,296,606,296,606,316,560,316,0.9000
444,508,738,545,733,583,439,547,0.9000
397,549,636,590,633,607,394,567,0.9000
