896,351,1018,351,1018,376,896,376,1.0000
860,13,984,13,984,39,860,39,1.0000
1148,453,1282,453,1282,470,1148,470,1.0000
782,87,836,87,836,112,782,112,0.9999
788,0,876,0,876,24,788,24,0.9999
674,0,694,0,694,10,674,10,0.9000
718,0,734,0,734,10,718,10,0.9000
743,0,986,8,983,39,740,15,0.9000
694,74,714,74,714,128,694,128,0.9000
752,82,879,91,877,117,750,108,0.9000
684,88,692,88,692,124,684,124,0.9000
742,112,782,112,782,138,742,138,0.9000
902,344,1113,355,1111,386,900,375,0.9000
890,380,1279,388,1277,445,889,437,0.9000
