386,0,516,0,516,34,386,34,1.0000
266,5,384,5,384,41,266,41,1.0000
273,144,379,144,379,158,273,158,1.0000
810,256,870,256,870,273,810,273,0.9999
260,198,348,198,348,216,260,216,0.9999
260,42,541,39,542,92,261,95,0.9999
366,212,432,212,432,227,366,227,0.9999
1144,250,1236,250,1236,266,1144,266,0.9997
374,112,436,112,436,128,374,128,0.9996
272,4,513,0,515,39,274,46,0.9000
280,132,356,132,356,140,280,140,0.9000
380,164,394,164,394,174,380,174,0.9000
641,175,664,176,657,444,634,443,0.9000
1158,252,1214,252,1214,268,1158,268,0.9000
