924,187,986,187,986,202,924,202,1.0000
449,284,742,284,742,318,449,318,1.0000
926,281,1052,281,1052,299,926,299,0.9999
230,156,332,156,332,176,230,176,0.9996
86,96,202,96,202,117,86,117,0.9996
464,419,510,421,509,435,463,434,0.9991
28,79,166,79,166,101,28,101,0.9988
-20,22,54,22,54,50,-20,50,0.9978
20,0,88,34,74,63,6,29,0.9000
98,40,215,90,201,121,84,71,0.9000
219,97,348,152,335,181,207,126,0.9000
960,142,1046,142,1046,154,960,154,0.9000
931,187,1059,185,1060,201,932,204,0.9000
966,268,1016,268,1016,280,966,280,0.9000
