272,333,446,333,446,365,272,365,1.0000
196,397,280,397,280,420,196,420,1.0000
20,347,264,347,264,383,20,383,1.0000
386,464,452,464,452,480,386,480,1.0000
44,108,113,108,113,131,44,131,0.9999
24,61,250,67,248,118,22,112,0.9999
14,424,78,424,78,451,14,451,0.9999
119,112,252,118,251,143,118,137,0.9999
80,415,150,415,150,439,80,439,0.9999
132,406,202,406,202,432,132,432,0.9991
14,371,434,326,439,373,19,418,0.9000
16,429,434,371,439,402,21,460,0.9000
198,450,385,419,388,436,201,467,0.9000
400,476,445,467,447,481,402,490,0.9000
