852,93,898,73,903,86,857,106,0.9000
777,185,1069,82,1076,101,784,204,0.9000
921,117,1011,82,1016,96,926,131,0.9000
786,105,822,93,826,106,790,118,0.9000
850,108,866,108,866,118,850,118,0.9000
804,126,845,110,850,122,809,138,0.9000
770,128,784,128,784,138,770,138,0.9000
788,132,808,132,808,144,788,144,0.9000
863,136,889,131,891,144,866,149,0.9000
926,169,985,152,991,170,931,187,0.9000
928,188,1059,150,1065,170,933,208,0.9000
790,216,868,190,873,206,795,232,0.9000
665,220,752,193,760,222,674,249,0.9000
663,257,754,229,760,250,669,278,0.9000
980,496,1016,496,1016,510,980,510,0.9000
