144,0,167,8,4,182,0,161,0.9000
265,0,283,2,254,42,236,30,0.9000
418,0,437,3,388,108,368,99,0.9000
505,49,561,41,564,65,508,73,0.9000
157,128,183,145,117,243,91,226,0.9000
692,144,763,136,765,149,694,157,0.9000
213,170,374,132,402,247,241,286,0.9000
524,182,579,176,581,199,526,205,0.9000
540,270,592,270,592,294,540,294,0.9000
273,310,371,266,380,285,282,329,0.9000
255,343,387,277,397,296,265,362,0.9000
296,346,373,307,382,325,305,364,0.9000
708,314,736,314,736,326,708,326,0.9000
548,348,603,344,605,366,550,370,0.9000
706,356,762,356,762,370,706,370,0.9000
260,540,419,402,442,428,283,566,0.9000
714,420,754,420,754,430,714,430,0.9000
720,456,810,456,810,466,720,466,0.9000
630,560,644,560,644,580,630,580,0.9000
643,560,658,558,663,599,648,601,0.9000
630,578,648,578,648,600,630,600,0.9000
634,600,650,600,650,618,634,618,0.9000
447,652,468,664,437,717,416,705,0.9000
370,657,393,673,353,729,330,713,0.9000
